Name,Location
RCCG Redemption Parish 5095,"Enugu, Enugu, Nigeria"
RCCG Redemption Parish 5096,"Surulere, Lagos, Nigeria"
RCCG Living Faith Parish 5097,"Ogbomosho, Oyo, Nigeria"
RCCG Dominion Chapel 5098,"Onitsha, Anambra, Nigeria"
RCCG Living Faith Parish 5099,"Nassarawa, Kano, Nigeria"
RCCG New Life Parish 5100,"Abeokuta, Ogun, Nigeria"
RCCG House of Praise 5101,"Wuse, FCT, Nigeria"
RCCG City of Glory 5102,"Awka, Anambra, Nigeria"
RCCG Power House Parish 5103,"Kano, Kano, Nigeria"
RCCG Living Faith Parish 5104,"Ikeja, Lagos, Nigeria"
RCCG Living Faith Parish 5105,"Onitsha, Anambra, Nigeria"
RCCG New Life Parish 5106,"Kaduna, Kaduna, Nigeria"
RCCG Power House Parish 5107,"Ogbomosho, Oyo, Nigeria"
RCCG New Life Parish 5108,"Awka, Anambra, Nigeria"
RCCG City of Glory 5109,"Fagge, Kano, Nigeria"
RCCG Redemption Parish 5110,"Awka, Anambra, Nigeria"
RCCG Victory Assembly 5111,"Ibadan, Oyo, Nigeria"
RCCG House of Praise 5112,"Ibadan, Oyo, Nigeria"
RCCG Grace Sanctuary 5113,"Port Harcourt, Rivers, Nigeria"
RCCG Victory Assembly 5114,"Onitsha, Anambra, Nigeria"
RCCG Power House Parish 5115,"Obio-Akpor, Rivers, Nigeria"
RCCG Victory Assembly 5116,"Fagge, Kano, Nigeria"
RCCG Redemption Parish 5117,"Kano, Kano, Nigeria"
RCCG Redemption Parish 5118,"Ijebu Ode, Ogun, Nigeria"
RCCG Living Faith Parish 5119,"Zaria, Kaduna, Nigeria"
RCCG Redemption Parish 5120,"Ikorodu, Lagos, Nigeria"
RCCG City of Glory 5121,"Gwale, Kano, Nigeria"
RCCG New Life Parish 5122,"Kubwa, FCT, Nigeria"
RCCG Dominion Chapel 5123,"Port Harcourt, Rivers, Nigeria"
RCCG Living Faith Parish 5124,"Warri, Delta, Nigeria"
RCCG Living Faith Parish 5125,"Port Harcourt, Rivers, Nigeria"
RCCG Living Faith Parish 5126,"Asaba, Delta, Nigeria"
RCCG House of Praise 5127,"Kaduna, Kaduna, Nigeria"
RCCG Living Faith Parish 5128,"Enugu, Enugu, Nigeria"
RCCG New Life Parish 5129,"Ijebu Ode, Ogun, Nigeria"
RCCG Redemption Parish 5130,"Ijebu Ode, Ogun, Nigeria"
RCCG Living Faith Parish 5131,"Maitama, FCT, Nigeria"
RCCG Victory Assembly 5132,"Yaba, Lagos, Nigeria"
RCCG Living Faith Parish 5133,"Asaba, Delta, Nigeria"
RCCG Victory Assembly 5134,"Gwarinpa, FCT, Nigeria"
RCCG Dominion Chapel 5135,"Ijebu Ode, Ogun, Nigeria"
RCCG House of Praise 5136,"Warri, Delta, Nigeria"
RCCG Grace Sanctuary 5137,"Gwarinpa, FCT, Nigeria"
RCCG Redemption Parish 5138,"Zaria, Kaduna, Nigeria"
RCCG Grace Sanctuary 5139,"Asaba, Delta, Nigeria"
RCCG New Life Parish 5140,"Nsukka, Enugu, Nigeria"
RCCG Grace Sanctuary 5141,"Ibadan, Oyo, Nigeria"
RCCG Power House Parish 5142,"Ibadan, Oyo, Nigeria"
RCCG City of Glory 5143,"Ibadan, Oyo, Nigeria"
RCCG New Life Parish 5144,"Asaba, Delta, Nigeria"
RCCG Living Faith Parish 5145,"Kaduna, Kaduna, Nigeria"
RCCG Dominion Chapel 5146,"Abeokuta, Ogun, Nigeria"
RCCG Dominion Chapel 5147,"Port Harcourt, Rivers, Nigeria"
RCCG City of Glory 5148,"Yaba, Lagos, Nigeria"
RCCG Living Faith Parish 5149,"Enugu, Enugu, Nigeria"
RCCG City of Glory 5150,"Ibadan, Oyo, Nigeria"
RCCG Power House Parish 5151,"Surulere, Lagos, Nigeria"
RCCG Dominion Chapel 5152,"Gwale, Kano, Nigeria"
RCCG Redemption Parish 5153,"Gwale, Kano, Nigeria"
RCCG Redemption Parish 5154,"Port Harcourt, Rivers, Nigeria"
RCCG Grace Sanctuary 5155,"Obio-Akpor, Rivers, Nigeria"
RCCG Living Faith Parish 5156,"Kaduna, Kaduna, Nigeria"
RCCG Redemption Parish 5157,"Enugu, Enugu, Nigeria"
RCCG House of Praise 5158,"Ikeja, Lagos, Nigeria"
RCCG Dominion Chapel 5159,"Asaba, Delta, Nigeria"
RCCG Dominion Chapel 5160,"Awka, Anambra, Nigeria"
RCCG New Life Parish 5161,"Enugu, Enugu, Nigeria"
RCCG Living Faith Parish 5162,"Ibadan, Oyo, Nigeria"
RCCG Victory Assembly 5163,"Abuja, FCT, Nigeria"
RCCG Power House Parish 5164,"Gwarinpa, FCT, Nigeria"
RCCG Living Faith Parish 5165,"Warri, Delta, Nigeria"
RCCG Grace Sanctuary 5166,"Abeokuta, Ogun, Nigeria"
RCCG Victory Assembly 5167,"Ogbomosho, Oyo, Nigeria"
RCCG Redemption Parish 5168,"Asaba, Delta, Nigeria"
RCCG New Life Parish 5169,"Ibadan, Oyo, Nigeria"
RCCG Living Faith Parish 5170,"Abeokuta, Ogun, Nigeria"
RCCG New Life Parish 5171,"Enugu, Enugu, Nigeria"
RCCG Power House Parish 5172,"Nsukka, Enugu, Nigeria"
RCCG New Life Parish 5173,"Abeokuta, Ogun, Nigeria"
RCCG Power House Parish 5174,"Warri, Delta, Nigeria"
RCCG Redemption Parish 5175,"Awka, Anambra, Nigeria"
RCCG Power House Parish 5176,"Ibadan, Oyo, Nigeria"
RCCG House of Praise 5177,"Ikeja, Lagos, Nigeria"
RCCG House of Praise 5178,"Obio-Akpor, Rivers, Nigeria"
RCCG Redemption Parish 5179,"Obio-Akpor, Rivers, Nigeria"
RCCG Grace Sanctuary 5180,"Fagge, Kano, Nigeria"
RCCG New Life Parish 5181,"Gwale, Kano, Nigeria"
RCCG Power House Parish 5182,"Awka, Anambra, Nigeria"
RCCG City of Glory 5183,"Ikorodu, Lagos, Nigeria"
RCCG Dominion Chapel 5184,"Nsukka, Enugu, Nigeria"
RCCG Grace Sanctuary 5185,"Nsukka, Enugu, Nigeria"
RCCG Redemption Parish 5186,"Ikorodu, Lagos, Nigeria"
RCCG City of Glory 5187,"Zaria, Kaduna, Nigeria"
RCCG City of Glory 5188,"Asaba, Delta, Nigeria"
RCCG Dominion Chapel 5189,"Kano, Kano, Nigeria"
RCCG New Life Parish 5190,"Abeokuta, Ogun, Nigeria"
RCCG Redemption Parish 5191,"Fagge, Kano, Nigeria"
RCCG Power House Parish 5192,"Abeokuta, Ogun, Nigeria"
RCCG Redemption Parish 5193,"Kubwa, FCT, Nigeria"
RCCG Living Faith Parish 5194,"Awka, Anambra, Nigeria"
RCCG City of Glory 5195,"Warri, Delta, Nigeria"
RCCG New Life Parish 5196,"Awka, Anambra, Nigeria"
RCCG Victory Assembly 5197,"Surulere, Lagos, Nigeria"
RCCG Grace Sanctuary 5198,"Warri, Delta, Nigeria"
RCCG Grace Sanctuary 5199,"Ogbomosho, Oyo, Nigeria"
RCCG Redemption Parish 5200,"Awka, Anambra, Nigeria"
RCCG New Life Parish 5201,"Abeokuta, Ogun, Nigeria"
RCCG Dominion Chapel 5202,"Asaba, Delta, Nigeria"
RCCG Redemption Parish 5203,"Maitama, FCT, Nigeria"
RCCG Power House Parish 5204,"Yaba, Lagos, Nigeria"
RCCG Victory Assembly 5205,"Gwale, Kano, Nigeria"
RCCG Dominion Chapel 5206,"Ijebu Ode, Ogun, Nigeria"
RCCG House of Praise 5207,"Zaria, Kaduna, Nigeria"
RCCG House of Praise 5208,"Kano, Kano, Nigeria"
RCCG Living Faith Parish 5209,"Nassarawa, Kano, Nigeria"
RCCG House of Praise 5210,"Ibadan, Oyo, Nigeria"
RCCG Victory Assembly 5211,"Nassarawa, Kano, Nigeria"
RCCG Dominion Chapel 5212,"Port Harcourt, Rivers, Nigeria"
RCCG House of Praise 5213,"Abeokuta, Ogun, Nigeria"
RCCG Victory Assembly 5214,"Asaba, Delta, Nigeria"
RCCG Power House Parish 5215,"Kano, Kano, Nigeria"
RCCG Dominion Chapel 5216,"Enugu, Enugu, Nigeria"
RCCG Power House Parish 5217,"Nsukka, Enugu, Nigeria"
RCCG New Life Parish 5218,"Fagge, Kano, Nigeria"
RCCG House of Praise 5219,"Gwarinpa, FCT, Nigeria"
RCCG Redemption Parish 5220,"Abeokuta, Ogun, Nigeria"
RCCG New Life Parish 5221,"Warri, Delta, Nigeria"
RCCG City of Glory 5222,"Warri, Delta, Nigeria"
RCCG New Life Parish 5223,"Zaria, Kaduna, Nigeria"
RCCG Grace Sanctuary 5224,"Nsukka, Enugu, Nigeria"
RCCG City of Glory 5225,"Kubwa, FCT, Nigeria"
RCCG Redemption Parish 5226,"Obio-Akpor, Rivers, Nigeria"
RCCG Victory Assembly 5227,"Enugu, Enugu, Nigeria"
RCCG New Life Parish 5228,"Enugu, Enugu, Nigeria"
RCCG Victory Assembly 5229,"Onitsha, Anambra, Nigeria"
RCCG House of Praise 5230,"Ogbomosho, Oyo, Nigeria"
RCCG Living Faith Parish 5231,"Ijebu Ode, Ogun, Nigeria"
RCCG Redemption Parish 5232,"Gwale, Kano, Nigeria"
RCCG Dominion Chapel 5233,"Nsukka, Enugu, Nigeria"
RCCG Grace Sanctuary 5234,"Maitama, FCT, Nigeria"
RCCG Grace Sanctuary 5235,"Asaba, Delta, Nigeria"
RCCG New Life Parish 5236,"Warri, Delta, Nigeria"
RCCG House of Praise 5237,"Nsukka, Enugu, Nigeria"
RCCG City of Glory 5238,"Ogbomosho, Oyo, Nigeria"
RCCG Power House Parish 5239,"Kano, Kano, Nigeria"
RCCG Grace Sanctuary 5240,"Enugu, Enugu, Nigeria"
RCCG Power House Parish 5241,"Ibadan, Oyo, Nigeria"
RCCG New Life Parish 5242,"Asaba, Delta, Nigeria"
RCCG Dominion Chapel 5243,"Abeokuta, Ogun, Nigeria"
RCCG Dominion Chapel 5244,"Nsukka, Enugu, Nigeria"
RCCG Grace Sanctuary 5245,"Awka, Anambra, Nigeria"
RCCG Living Faith Parish 5246,"Yaba, Lagos, Nigeria"
RCCG Victory Assembly 5247,"Awka, Anambra, Nigeria"
RCCG Victory Assembly 5248,"Nassarawa, Kano, Nigeria"
RCCG City of Glory 5249,"Kano, Kano, Nigeria"
RCCG New Life Parish 5250,"Ikeja, Lagos, Nigeria"
RCCG Dominion Chapel 5251,"Awka, Anambra, Nigeria"
RCCG Living Faith Parish 5252,"Warri, Delta, Nigeria"
RCCG New Life Parish 5253,"Ogbomosho, Oyo, Nigeria"
RCCG Grace Sanctuary 5254,"Surulere, Lagos, Nigeria"
RCCG Power House Parish 5255,"Kaduna, Kaduna, Nigeria"
RCCG Dominion Chapel 5256,"Awka, Anambra, Nigeria"
RCCG Victory Assembly 5257,"Ibadan, Oyo, Nigeria"
RCCG Power House Parish 5258,"Kano, Kano, Nigeria"
RCCG Grace Sanctuary 5259,"Kano, Kano, Nigeria"
RCCG City of Glory 5260,"Enugu, Enugu, Nigeria"
RCCG Dominion Chapel 5261,"Warri, Delta, Nigeria"
RCCG Power House Parish 5262,"Kano, Kano, Nigeria"
RCCG Redemption Parish 5263,"Abeokuta, Ogun, Nigeria"
RCCG Power House Parish 5264,"Zaria, Kaduna, Nigeria"
RCCG Power House Parish 5265,"Nsukka, Enugu, Nigeria"
RCCG Victory Assembly 5266,"Warri, Delta, Nigeria"
RCCG Power House Parish 5267,"Obio-Akpor, Rivers, Nigeria"
RCCG New Life Parish 5268,"Nsukka, Enugu, Nigeria"
RCCG Redemption Parish 5269,"Zaria, Kaduna, Nigeria"
RCCG Grace Sanctuary 5270,"Zaria, Kaduna, Nigeria"
RCCG Living Faith Parish 5271,"Enugu, Enugu, Nigeria"
RCCG Grace Sanctuary 5272,"Kaduna, Kaduna, Nigeria"
RCCG Redemption Parish 5273,"Ijebu Ode, Ogun, Nigeria"
RCCG Living Faith Parish 5274,"Enugu, Enugu, Nigeria"
RCCG Victory Assembly 5275,"Ogbomosho, Oyo, Nigeria"
RCCG Dominion Chapel 5276,"Fagge, Kano, Nigeria"
RCCG New Life Parish 5277,"Ogbomosho, Oyo, Nigeria"
RCCG Grace Sanctuary 5278,"Nsukka, Enugu, Nigeria"
RCCG Grace Sanctuary 5279,"Awka, Anambra, Nigeria"
RCCG Grace Sanctuary 5280,"Obio-Akpor, Rivers, Nigeria"
RCCG Living Faith Parish 5281,"Abeokuta, Ogun, Nigeria"
RCCG Dominion Chapel 5282,"Ibadan, Oyo, Nigeria"
RCCG Dominion Chapel 5283,"Maitama, FCT, Nigeria"
RCCG Redemption Parish 5284,"Abuja, FCT, Nigeria"
RCCG House of Praise 5285,"Warri, Delta, Nigeria"
RCCG House of Praise 5286,"Enugu, Enugu, Nigeria"
RCCG New Life Parish 5287,"Enugu, Enugu, Nigeria"
RCCG Redemption Parish 5288,"Port Harcourt, Rivers, Nigeria"
RCCG Redemption Parish 5289,"Abeokuta, Ogun, Nigeria"
RCCG Grace Sanctuary 5290,"Abeokuta, Ogun, Nigeria"
RCCG New Life Parish 5291,"Nsukka, Enugu, Nigeria"
RCCG Grace Sanctuary 5292,"Zaria, Kaduna, Nigeria"
RCCG Grace Sanctuary 5293,"Gwarinpa, FCT, Nigeria"
RCCG Power House Parish 5294,"Ibadan, Oyo, Nigeria"
RCCG Victory Assembly 5295,"Warri, Delta, Nigeria"
RCCG Dominion Chapel 5296,"Asaba, Delta, Nigeria"
RCCG House of Praise 5297,"Obio-Akpor, Rivers, Nigeria"
RCCG Redemption Parish 5298,"Warri, Delta, Nigeria"
RCCG New Life Parish 5299,"Asaba, Delta, Nigeria"
RCCG Grace Sanctuary 5300,"Ibadan, Oyo, Nigeria"
RCCG Dominion Chapel 5301,"Abuja, FCT, Nigeria"
RCCG Living Faith Parish 5302,"Asaba, Delta, Nigeria"
RCCG House of Praise 5303,"Wuse, FCT, Nigeria"
RCCG Redemption Parish 5304,"Onitsha, Anambra, Nigeria"
RCCG Living Faith Parish 5305,"Asaba, Delta, Nigeria"
RCCG City of Glory 5306,"Abeokuta, Ogun, Nigeria"
RCCG New Life Parish 5307,"Asaba, Delta, Nigeria"
RCCG City of Glory 5308,"Ogbomosho, Oyo, Nigeria"
RCCG City of Glory 5309,"Surulere, Lagos, Nigeria"
RCCG Living Faith Parish 5310,"Obio-Akpor, Rivers, Nigeria"
RCCG Grace Sanctuary 5311,"Asaba, Delta, Nigeria"
RCCG Dominion Chapel 5312,"Asaba, Delta, Nigeria"
RCCG City of Glory 5313,"Onitsha, Anambra, Nigeria"
RCCG City of Glory 5314,"Ikeja, Lagos, Nigeria"
RCCG Living Faith Parish 5315,"Awka, Anambra, Nigeria"
RCCG Power House Parish 5316,"Zaria, Kaduna, Nigeria"
RCCG New Life Parish 5317,"Nassarawa, Kano, Nigeria"
RCCG New Life Parish 5318,"Nassarawa, Kano, Nigeria"
RCCG Dominion Chapel 5319,"Kaduna, Kaduna, Nigeria"
RCCG House of Praise 5320,"Awka, Anambra, Nigeria"
RCCG Redemption Parish 5321,"Nsukka, Enugu, Nigeria"
RCCG Victory Assembly 5322,"Zaria, Kaduna, Nigeria"
RCCG House of Praise 5323,"Enugu, Enugu, Nigeria"
RCCG Grace Sanctuary 5324,"Fagge, Kano, Nigeria"
RCCG House of Praise 5325,"Onitsha, Anambra, Nigeria"
RCCG Living Faith Parish 5326,"Fagge, Kano, Nigeria"
RCCG Power House Parish 5327,"Surulere, Lagos, Nigeria"
RCCG Grace Sanctuary 5328,"Onitsha, Anambra, Nigeria"
RCCG New Life Parish 5329,"Ijebu Ode, Ogun, Nigeria"
RCCG Grace Sanctuary 5330,"Lekki, Lagos, Nigeria"
RCCG New Life Parish 5331,"Obio-Akpor, Rivers, Nigeria"
RCCG Grace Sanctuary 5332,"Wuse, FCT, Nigeria"
RCCG Power House Parish 5333,"Obio-Akpor, Rivers, Nigeria"
RCCG New Life Parish 5334,"Abuja, FCT, Nigeria"
RCCG City of Glory 5335,"Zaria, Kaduna, Nigeria"
RCCG New Life Parish 5336,"Kano, Kano, Nigeria"
RCCG New Life Parish 5337,"Maitama, FCT, Nigeria"
RCCG New Life Parish 5338,"Zaria, Kaduna, Nigeria"
RCCG Redemption Parish 5339,"Ijebu Ode, Ogun, Nigeria"
RCCG Redemption Parish 5340,"Enugu, Enugu, Nigeria"
RCCG House of Praise 5341,"Enugu, Enugu, Nigeria"
RCCG City of Glory 5342,"Nsukka, Enugu, Nigeria"
RCCG Power House Parish 5343,"Obio-Akpor, Rivers, Nigeria"
RCCG House of Praise 5344,"Port Harcourt, Rivers, Nigeria"
RCCG Victory Assembly 5345,"Ikorodu, Lagos, Nigeria"
RCCG House of Praise 5346,"Onitsha, Anambra, Nigeria"
RCCG New Life Parish 5347,"Awka, Anambra, Nigeria"
RCCG House of Praise 5348,"Zaria, Kaduna, Nigeria"
RCCG Power House Parish 5349,"Kano, Kano, Nigeria"
RCCG Power House Parish 5350,"Ikorodu, Lagos, Nigeria"
RCCG Grace Sanctuary 5351,"Port Harcourt, Rivers, Nigeria"
RCCG Power House Parish 5352,"Fagge, Kano, Nigeria"
RCCG Grace Sanctuary 5353,"Ogbomosho, Oyo, Nigeria"
RCCG Redemption Parish 5354,"Asaba, Delta, Nigeria"
RCCG Redemption Parish 5355,"Asaba, Delta, Nigeria"
RCCG Redemption Parish 5356,"Gwale, Kano, Nigeria"
RCCG Redemption Parish 5357,"Ogbomosho, Oyo, Nigeria"
RCCG Redemption Parish 5358,"Port Harcourt, Rivers, Nigeria"
RCCG Grace Sanctuary 5359,"Yaba, Lagos, Nigeria"
RCCG City of Glory 5360,"Ikorodu, Lagos, Nigeria"
RCCG Grace Sanctuary 5361,"Abeokuta, Ogun, Nigeria"
RCCG Living Faith Parish 5362,"Awka, Anambra, Nigeria"
RCCG Redemption Parish 5363,"Ibadan, Oyo, Nigeria"
RCCG Victory Assembly 5364,"Kaduna, Kaduna, Nigeria"
RCCG Power House Parish 5365,"Kaduna, Kaduna, Nigeria"
RCCG Victory Assembly 5366,"Ijebu Ode, Ogun, Nigeria"
RCCG City of Glory 5367,"Ogbomosho, Oyo, Nigeria"
RCCG Redemption Parish 5368,"Port Harcourt, Rivers, Nigeria"
RCCG Dominion Chapel 5369,"Awka, Anambra, Nigeria"
RCCG Victory Assembly 5370,"Onitsha, Anambra, Nigeria"
RCCG Redemption Parish 5371,"Enugu, Enugu, Nigeria"
RCCG Grace Sanctuary 5372,"Enugu, Enugu, Nigeria"
RCCG New Life Parish 5373,"Yaba, Lagos, Nigeria"
RCCG City of Glory 5374,"Kano, Kano, Nigeria"
RCCG Living Faith Parish 5375,"Nsukka, Enugu, Nigeria"
RCCG Power House Parish 5376,"Asaba, Delta, Nigeria"
RCCG Dominion Chapel 5377,"Abeokuta, Ogun, Nigeria"
RCCG New Life Parish 5378,"Ibadan, Oyo, Nigeria"
RCCG Grace Sanctuary 5379,"Ogbomosho, Oyo, Nigeria"
RCCG Victory Assembly 5380,"Kaduna, Kaduna, Nigeria"
RCCG New Life Parish 5381,"Kano, Kano, Nigeria"
RCCG House of Praise 5382,"Ijebu Ode, Ogun, Nigeria"
RCCG City of Glory 5383,"Asaba, Delta, Nigeria"
RCCG Victory Assembly 5384,"Warri, Delta, Nigeria"
RCCG Grace Sanctuary 5385,"Kano, Kano, Nigeria"
RCCG New Life Parish 5386,"Wuse, FCT, Nigeria"
RCCG New Life Parish 5387,"Lekki, Lagos, Nigeria"
RCCG City of Glory 5388,"Kaduna, Kaduna, Nigeria"
RCCG Dominion Chapel 5389,"Warri, Delta, Nigeria"
RCCG Living Faith Parish 5390,"Maitama, FCT, Nigeria"
RCCG Victory Assembly 5391,"Kano, Kano, Nigeria"
RCCG Grace Sanctuary 5392,"Enugu, Enugu, Nigeria"
RCCG Living Faith Parish 5393,"Asaba, Delta, Nigeria"
RCCG Living Faith Parish 5394,"Enugu, Enugu, Nigeria"
RCCG Redemption Parish 5395,"Ogbomosho, Oyo, Nigeria"
RCCG House of Praise 5396,"Kaduna, Kaduna, Nigeria"
RCCG Redemption Parish 5397,"Ikeja, Lagos, Nigeria"
RCCG Living Faith Parish 5398,"Warri, Delta, Nigeria"
RCCG Victory Assembly 5399,"Asaba, Delta, Nigeria"
RCCG Victory Assembly 5400,"Lekki, Lagos, Nigeria"
RCCG Power House Parish 5401,"Abeokuta, Ogun, Nigeria"
RCCG Redemption Parish 5402,"Maitama, FCT, Nigeria"
RCCG New Life Parish 5403,"Ijebu Ode, Ogun, Nigeria"
RCCG Grace Sanctuary 5404,"Lekki, Lagos, Nigeria"
RCCG Victory Assembly 5405,"Nsukka, Enugu, Nigeria"
RCCG Dominion Chapel 5406,"Lekki, Lagos, Nigeria"
RCCG City of Glory 5407,"Kaduna, Kaduna, Nigeria"
RCCG New Life Parish 5408,"Kaduna, Kaduna, Nigeria"
RCCG House of Praise 5409,"Wuse, FCT, Nigeria"
RCCG House of Praise 5410,"Kaduna, Kaduna, Nigeria"
RCCG Grace Sanctuary 5411,"Onitsha, Anambra, Nigeria"
RCCG City of Glory 5412,"Fagge, Kano, Nigeria"
RCCG House of Praise 5413,"Kano, Kano, Nigeria"
RCCG Redemption Parish 5414,"Ikorodu, Lagos, Nigeria"
RCCG Living Faith Parish 5415,"Onitsha, Anambra, Nigeria"
RCCG Grace Sanctuary 5416,"Lekki, Lagos, Nigeria"
RCCG House of Praise 5417,"Ikeja, Lagos, Nigeria"
RCCG New Life Parish 5418,"Onitsha, Anambra, Nigeria"
RCCG House of Praise 5419,"Ogbomosho, Oyo, Nigeria"
RCCG Redemption Parish 5420,"Asaba, Delta, Nigeria"
RCCG Redemption Parish 5421,"Surulere, Lagos, Nigeria"
RCCG Power House Parish 5422,"Ijebu Ode, Ogun, Nigeria"
RCCG Power House Parish 5423,"Ijebu Ode, Ogun, Nigeria"
RCCG Living Faith Parish 5424,"Awka, Anambra, Nigeria"
RCCG Victory Assembly 5425,"Yaba, Lagos, Nigeria"
RCCG Redemption Parish 5426,"Ogbomosho, Oyo, Nigeria"
RCCG Redemption Parish 5427,"Kano, Kano, Nigeria"
RCCG Dominion Chapel 5428,"Enugu, Enugu, Nigeria"
RCCG City of Glory 5429,"Fagge, Kano, Nigeria"
RCCG Grace Sanctuary 5430,"Kaduna, Kaduna, Nigeria"
RCCG Dominion Chapel 5431,"Ikorodu, Lagos, Nigeria"
RCCG City of Glory 5432,"Obio-Akpor, Rivers, Nigeria"
RCCG Grace Sanctuary 5433,"Asaba, Delta, Nigeria"
RCCG City of Glory 5434,"Fagge, Kano, Nigeria"
RCCG City of Glory 5435,"Kano, Kano, Nigeria"
RCCG City of Glory 5436,"Warri, Delta, Nigeria"
RCCG Grace Sanctuary 5437,"Nsukka, Enugu, Nigeria"
RCCG New Life Parish 5438,"Onitsha, Anambra, Nigeria"
RCCG House of Praise 5439,"Enugu, Enugu, Nigeria"
RCCG City of Glory 5440,"Ogbomosho, Oyo, Nigeria"
RCCG Redemption Parish 5441,"Kubwa, FCT, Nigeria"
RCCG Living Faith Parish 5442,"Obio-Akpor, Rivers, Nigeria"
RCCG City of Glory 5443,"Zaria, Kaduna, Nigeria"
RCCG New Life Parish 5444,"Yaba, Lagos, Nigeria"
RCCG New Life Parish 5445,"Abeokuta, Ogun, Nigeria"
RCCG Victory Assembly 5446,"Port Harcourt, Rivers, Nigeria"
RCCG City of Glory 5447,"Nsukka, Enugu, Nigeria"
RCCG House of Praise 5448,"Kubwa, FCT, Nigeria"
RCCG New Life Parish 5449,"Nassarawa, Kano, Nigeria"
RCCG City of Glory 5450,"Onitsha, Anambra, Nigeria"
RCCG Grace Sanctuary 5451,"Ogbomosho, Oyo, Nigeria"
RCCG Grace Sanctuary 5452,"Warri, Delta, Nigeria"
RCCG Victory Assembly 5453,"Kaduna, Kaduna, Nigeria"
RCCG Victory Assembly 5454,"Surulere, Lagos, Nigeria"
RCCG Redemption Parish 5455,"Ibadan, Oyo, Nigeria"
RCCG Living Faith Parish 5456,"Onitsha, Anambra, Nigeria"
RCCG Redemption Parish 5457,"Obio-Akpor, Rivers, Nigeria"
RCCG Dominion Chapel 5458,"Kaduna, Kaduna, Nigeria"
RCCG Redemption Parish 5459,"Ijebu Ode, Ogun, Nigeria"
RCCG House of Praise 5460,"Ogbomosho, Oyo, Nigeria"
RCCG City of Glory 5461,"Ikorodu, Lagos, Nigeria"
RCCG Power House Parish 5462,"Awka, Anambra, Nigeria"
RCCG Power House Parish 5463,"Enugu, Enugu, Nigeria"
RCCG Victory Assembly 5464,"Nsukka, Enugu, Nigeria"
RCCG New Life Parish 5465,"Abeokuta, Ogun, Nigeria"
RCCG New Life Parish 5466,"Nassarawa, Kano, Nigeria"
RCCG Victory Assembly 5467,"Asaba, Delta, Nigeria"
RCCG Redemption Parish 5468,"Gwale, Kano, Nigeria"
RCCG New Life Parish 5469,"Gwarinpa, FCT, Nigeria"
RCCG Grace Sanctuary 5470,"Obio-Akpor, Rivers, Nigeria"
RCCG House of Praise 5471,"Wuse, FCT, Nigeria"
RCCG Power House Parish 5472,"Surulere, Lagos, Nigeria"
RCCG City of Glory 5473,"Awka, Anambra, Nigeria"
RCCG Living Faith Parish 5474,"Ijebu Ode, Ogun, Nigeria"
RCCG City of Glory 5475,"Nsukka, Enugu, Nigeria"
RCCG Power House Parish 5476,"Surulere, Lagos, Nigeria"
RCCG Living Faith Parish 5477,"Enugu, Enugu, Nigeria"
RCCG Grace Sanctuary 5478,"Port Harcourt, Rivers, Nigeria"
RCCG City of Glory 5479,"Awka, Anambra, Nigeria"
RCCG Dominion Chapel 5480,"Lekki, Lagos, Nigeria"
RCCG City of Glory 5481,"Wuse, FCT, Nigeria"
RCCG Redemption Parish 5482,"Maitama, FCT, Nigeria"
RCCG Victory Assembly 5483,"Abuja, FCT, Nigeria"
RCCG Redemption Parish 5484,"Abeokuta, Ogun, Nigeria"
RCCG Redemption Parish 5485,"Abeokuta, Ogun, Nigeria"
RCCG New Life Parish 5486,"Gwarinpa, FCT, Nigeria"
RCCG Dominion Chapel 5487,"Maitama, FCT, Nigeria"
RCCG Power House Parish 5488,"Nsukka, Enugu, Nigeria"
RCCG Grace Sanctuary 5489,"Obio-Akpor, Rivers, Nigeria"
RCCG Redemption Parish 5490,"Lekki, Lagos, Nigeria"
RCCG Victory Assembly 5491,"Asaba, Delta, Nigeria"
RCCG Living Faith Parish 5492,"Asaba, Delta, Nigeria"
RCCG Victory Assembly 5493,"Fagge, Kano, Nigeria"
RCCG Power House Parish 5494,"Nsukka, Enugu, Nigeria"
RCCG Power House Parish 5495,"Abuja, FCT, Nigeria"
RCCG Dominion Chapel 5496,"Asaba, Delta, Nigeria"
RCCG Dominion Chapel 5497,"Maitama, FCT, Nigeria"
RCCG Living Faith Parish 5498,"Nassarawa, Kano, Nigeria"
RCCG Living Faith Parish 5499,"Kaduna, Kaduna, Nigeria"
RCCG House of Praise 5500,"Awka, Anambra, Nigeria"
RCCG Dominion Chapel 5501,"Kano, Kano, Nigeria"
RCCG Victory Assembly 5502,"Ogbomosho, Oyo, Nigeria"
RCCG Redemption Parish 5503,"Abeokuta, Ogun, Nigeria"
RCCG City of Glory 5504,"Yaba, Lagos, Nigeria"
RCCG Grace Sanctuary 5505,"Maitama, FCT, Nigeria"
RCCG House of Praise 5506,"Abeokuta, Ogun, Nigeria"
RCCG Dominion Chapel 5507,"Ogbomosho, Oyo, Nigeria"
RCCG Power House Parish 5508,"Abeokuta, Ogun, Nigeria"
RCCG House of Praise 5509,"Ogbomosho, Oyo, Nigeria"
RCCG Power House Parish 5510,"Asaba, Delta, Nigeria"
RCCG Grace Sanctuary 5511,"Awka, Anambra, Nigeria"
RCCG House of Praise 5512,"Gwarinpa, FCT, Nigeria"
